title,speaker,issue_id,comment_sequence,comment_unique_id,toxic,text,is_first_comment,tbdf
Updating only one locked dependency,techalchemy,268049628,18,340098804,0,"> Some of your phrasing around B confused me a bit, though, seeming to say that pipenv lock might result in a lockfile that doesn't actually match the environment

@brettdh this is correct -- the `pip-tools` resolver we use to generate `Pipfile.lock` doesn't ask the virtualenv for a list of which packages have been installed.  Instead, it compiles a list of packages that meet the criteria specified in the list of pins from the `Pipfile`.  Because the resolver itself runs using the system or outer python / pipenv / pip-tools install, we are doing some supreme fuckery to convince it to resolve packages with the same version of python used in the virtualenv.  The assumption would be that `pip install` would resolve things similarly, but that isn't always the case, although even I'm not 100% sure about that.  But yes, `pipenv lock` is not generated based on the virtualenv, it is generated based on the `Pipfile`.  It is a dependency resolution lockfile, not an environment state pin.",False,0
Updating only one locked dependency,ncoghlan,268049628,19,344127642,0,"As a potential resolution to this: something that pip itself currently supports, but `pip-compile` doesn't, is the notion of a constraints file.

A constraints file differs from a requirements file, in that it says ""*If* this component is installed, then it *must* meet this version constraint"". However, if a particular package in the constraints file doesn't show up in the dependency tree anywhere, it doesn't get added to the set of packages to be installed.

This is the feature that's currently missing from `pipenv`, as the desired inputs to the `Pipfile.lock` generation are:

1. The updated `Pipfile` contents as a new requirements input file
2. The full set of existing dependencies from `Pipfile.lock` as a constraints file, excluding the packages specifically named in the current command

Constraints file support at the pip-tools resolver level would then be enough for `pipenv` to support a mode where attempted implicit upgrades of dependencies would fail as a constraint violation, allowing the user to decide whether or not they wanted to add that package to the set being updated.",False,0
Updating only one locked dependency,kennethreitz,268049628,20,346204439,0,"currently not supported, thanks for the feedback",False,0
Updating only one locked dependency,taion,268049628,21,346209021,0,"@kennethreitz 

Do you mean:

1. This behavior should be changed, but it's not currently a priority,
2. This behavior should be added as something optional, but it's not currently a priority, or
3. This behavior should not be added?

This is a sufficient inconvenience given the inconsistency with how other similar locking package managers work that it would be good to keep this open as a solicitation for PRs.

If instead it's (3), and this will not be added, then I think a number of us on the issue will need to adjust our plans for our choice of Python package management tools.",False,0
Updating only one locked dependency,kennethreitz,268049628,22,346209452,0,"I mean that this is currently not supported, and I appreciate the feedback.",False,0
Updating only one locked dependency,taion,268049628,23,346209683,0,I understand that it's not supported. Are you also saying that you would not accept PRs either changing this behavior or adding this as an option?,False,0
Updating only one locked dependency,kennethreitz,268049628,24,346209785,0,I have no idea.,False,0
Updating only one locked dependency,brettdh,268049628,25,347191873,0,"@k4nar still interested in doing a PR for this? Specifically, something like `pipenv install --only <dep-to-update` which prevents unrelated deps from being updated. Since @kennethreitz seems uninterested in discussing further, it seems to me that that's the only way to find out whether that behavior addition/change could be acceptable (and, by extension, whether folks like @taion and I can continue using pipenv).",False,0
Updating only one locked dependency,k4nar,268049628,26,347213486,0,"I'm interested but I'm not sure to know how would be the best way to implement this. There are a lot of components in action (pip, pip-tools, pipfile, pipenv…) and probably a lot of possible solutions.",False,0
Updating only one locked dependency,taion,268049628,27,347299006,0,"Per https://github.com/kennethreitz/pipenv/issues/966#issuecomment-339707418, it should be relatively straightforward. That dep resolution logic is largely just from pip-tools. I was planning on submitting a PR, but I can't justify spending the work if we're not willing to talk about how we want the API to look before we spend time writing code.

I'm currently looking at taking an alternative approach – as Pipfile is a standard, interactions with it don't need to go through pipenv, and I'd like to work around some of the other odd semantics here like wiping existing virtualenvs per https://github.com/kennethreitz/pipenv/issues/997.",False,0
Updating only one locked dependency,rfleschenberg,268049628,28,366333367,0,"Sorry to comment on a closed issue, but I'd like to point out that, to my understanding, using pipenv in my projects currently requires a workflow like this:

```
pipenv install foo
vim Pipfile.lock  # Manually remove all the unwanted updates
git add && git commit && git push
```

I find it really annoying having to communicate this to my team members. The alternative seems to be to pin everything to exact versions in `Pipfile`, but that defeats much of the purpose of using pipenv in the first place.

IIUC, this behavior is the equivalent of `apt` performing an implicit `apt dist-upgrade` whenever you run `apt install foo`.

This is made worse by the fact that `pipenv install` updates stuff in `Pipfile.lock`, but does not install the updates into the local virtualenv. If the developer does not carefully examine the diff of `Pipfile.lock`, they are still using the older versions locally, but once they share the code, all other environments see the surprising updates. People have a tendency to ignore the diff of `Pipfile.lock` because it's considered an auto-generated file.

I am strongly convinced that ""update everything to the latest version allowed by `Pipfile`"" should be an explicitly requested operation that is separate from ""install foo"".",False,0
Updating only one locked dependency,kennethreitz,268049628,29,368236234,0,should be fixed in master,False,0
Updating only one locked dependency,marius92mc,268049628,30,374521528,0,"The behaviour is still present, I tested it in `pipenv 11.8.3`, @kennethreitz. ",False,0
Updating only one locked dependency,ncoghlan,268049628,31,374554723,0,"@marius92mc The ""fixed in master"" comment is referring to the `--selective-upgrade` and `--keep-outdated` options added in recent releases: https://docs.pipenv.org/#cmdoption-pipenv-install-keep-outdated

That allows folks that need or want more control over exactly when upgrades happen to opt in to that behaviour, while the default behaviour continues to respect [OWASP A9](https://www.owasp.org/index.php/Top_10-2017_A9-Using_Components_with_Known_Vulnerabilities) and push for eager upgrades at every opportunity.",False,0
Updating only one locked dependency,simonpercivall,268049628,32,374559333,0,"@ncoghlan I think one thing that is needed (easy to ask for, not as easy to do) is an FAQ on _how_ those options behave (at least it's still confusing for me).

For instance: Using `--selective-upgrade` and `--keep-outdated` will still cause outdated libraries in the `Pipfile.lock` to be updated, if they're not directly related to the ""selected"" package to be updated.",False,0
Updating only one locked dependency,kennethreitz,268049628,33,374561183,0,"It sounds like there may be implementation bugs, then. ",False,0
Updating only one locked dependency,kennethreitz,268049628,34,374561261,0,"They are intended to leave the pipfile.lock as-is, except for the new change. ",False,0
Updating only one locked dependency,simonpercivall,268049628,35,374565042,0,Let me know if it's helpful to provide a test Pipfile+.lock.,False,0
Updating only one locked dependency,kennethreitz,268049628,36,374565268,0,I think you've provided enough information for us to investigate. I'll try to do that now.,False,0
Updating only one locked dependency,kennethreitz,268049628,37,374565352,0,"Actually, your pipfile/lock would be great, if it contains outdated results. ",False,0
Updating only one locked dependency,marius92mc,268049628,38,374569759,0,"@ncoghlan, thank you for providing the details. 
I tried again with your mentioned options and the result seems to be the same, it still updates the other packages as well, changing them in the `Pipfile.lock` file. ",False,0
Updating only one locked dependency,simonpercivall,268049628,39,374577149,0,@kennethreitz https://github.com/simonpercivall/pipenv-selective-upgrade-test,False,0
Updating only one locked dependency,marius92mc,268049628,40,375683022,0,"There are any updates about this issue, @kennethreitz? 
",False,0
Updating only one locked dependency,techalchemy,268049628,41,375953797,0,"Sorry for the slow answers on this. We haven’t nailed down the root cause for the regression here yet (I know I personally have been handling a data center migration this weekend so I’ve been kinda slow) but we will get this sorted in the next few days. 

Contributions welcome as always!",False,0
Updating only one locked dependency,wichert,268049628,42,379626266,0,"I think there is a missing use case that can use this same change: when I am developing an application I often need to upgrade a single dependency's version. The steps I would like to follow are:

1. Update the version restriction for the dependency in setup.py
2. Run either `pipenv lock --selective-upgrade ; pipenv sync`  or `pipenv install --selective-upgrade ""-e .""`

",False,0
Updating only one locked dependency,ncoghlan,268049628,43,379703418,0,"@wichert If `Pipfile` has been edited in a way that increases the minimum required version beyond what's in the current lock file, then `--keep-outdated` should already cover what you need. `--selective-upgrade` is for the case where `Pipfile` *hasn't* changed, but you want to update to a new pinned version anyway.",False,0
Updating only one locked dependency,wichert,268049628,44,379799190,0,"@ncoghlan `Pipfile` has not changed in this scenario, only `setup.py` by changing the minimum version requirement for a dependency, typically to something more recent and currently in `Pipfile.lock`.",False,0
Updating only one locked dependency,techalchemy,268049628,45,379806969,0,@wichert pipenv doesn't capture changes to your `setup.py` automatically because it isn't setuptools.  You have to run `pipenv lock` if you want that to happen.,False,0
Updating only one locked dependency,benkuhn,268049628,46,408138832,0,"What's the current status of this? On March 25th someone said they thought implementation issues would be resolved ""in the next couple days"", and other bug reports have been closed due to being tracked here; but as of 2018.7.1 I still see the bug reported by Simon Percivall (indirect dependencies are always updated) and that bug hasn't been discussed since the original report. Is the problem still being tracked?

(I'm currently living in a second-tier city in Senegal so my Internet is terrible and it would be a game changer not to blow my data cap on updating indirect dependencies if possible :P )

PS: Thanks for making Pipenv, it's awesome <3",False,Impatience
Updating only one locked dependency,techalchemy,268049628,47,408140890,0,Yes for sure. We are rewriting the resolver to support this right now. Whether it lands in this release or next release remains to be seen,False,0
Updating only one locked dependency,uranusjr,268049628,48,408161811,0,"I’m not that confident with my coding skill to estimate when the resolver would land :p Seriously, this is a completely volunteer project, and we don’t have a deadline mechanism as you would in commercial settings (we don’t even have a boss or a project manager or whatever you have in your company that decides when a thing needs to be done). If you want a thing to be done in a timeframe you desire, you need to do it yourself, or at least provide real motivation for others to do it.",False,Bitter frustration
Updating only one locked dependency,brettdh,268049628,49,408175329,0,"@uranusjr FWIW, I didn't see any demands for expediency in @benkuhn 's comment above - just a question about where things are at; i.e. what work has been done, so that outside observers can make their own estimates/decisions.

I understand that pipenv is a volunteer project and that non-contributors cannot ask for a thing to be done by a date without signing up to make it happen. I do wonder, whether there is room for more transparency in the project's development process, or if I'm just not looking in the right places. Usually the answer is either ""if the issue hasn't been updated, there's been no movement"" or ""look at this WIP pull request,"" but this issue in particular seems to have triggered a much larger effort, so the dots can be difficult to connect for those not directly involved.

As always, much thanks to you and everyone who gives their valuable time towards the improvement of pipenv. 👏 ",False,0
Updating only one locked dependency,techalchemy,268049628,50,408325763,0,"For sure, this one doesn’t have activity or a work in progress PR because it is a lot more complicated than that. We are talking internally mostly about how we even want to structure this with respect to the larger project, and working iteratively to establish an approach that might even begin to work properly. Once we can sort that out we can build resolution logic. 

In the meantime the resolver stack in pipenv is super convoluted and I wouldn’t be comfortable asking people to invest too much effort trying to untangle it for this purpose. Even the simplest use case here will take a significant refactor. We’d be happy to review / discuss any proposed refactor if someone is interested in helping tackle this, but the two things are tightly coupled. 

If someone has expertise in dependency resolution and sat solving we would certainly be interested in input but there just isn’t a single concrete idea yet. We’ve been through several iterations that we never planned to carry forward as more than proof of concept. Not all code becomes a PR, and not all code organization decisions happen on the issue tracker. Sometimes we chat synchronously and propose and scrap ideas in real time. ",False,0
Updating only one locked dependency,alecbz,268049628,51,408420493,0,"Something I was _going_ to suggest as an alternative workflow that might address this is making it easy to pin to a specific version in the _Pipfile_ when installing.

I think it's slightly surprising but not completely unreasonable that pipenv interprets `foo = ""*""` to mean ""I just need to make sure _some_ version of foo is installed, the user doesn't care which"". To that end, having something like `pipenv install --pin foo` which results in `foo = ""==1.2.3""` instead of `foo = ""*""` in the Pipfile (where 1.2.3 is the current latest version of foo) seems like it might help.

The issue with this though is that the behavior of a lot of packages can change a lot based on their dependencies (e.g., the same version of pylint can do totally different things depending on what version of astroid it's using), and packages don't pin their own deps exactly. So I don't think this actually gets anyone very far. :/",False,0
Updating only one locked dependency,uranusjr,268049628,52,408494095,0,"(Just realised I have been commenting to the wrong issue. Sorry for the mess up, please ignore me) 😞 ",False,0
Updating only one locked dependency,l0b0,268049628,53,413027692,0,"An actual use case that I've struggled with for some hours now: I want to measure test coverage in a Django 2.0 project. Even `pipenv install --keep-outdated --selective-upgrade --dev coverage` insists on updating the non-dev Django package to version 2.1, which because of breakage elsewhere I absolutely cannot use yet. **There really *must* be a way to change the set of installed packages without upgrading completely unrelated packages to possibly breaking versions.** The possibility of breakage in the latest version will always exist.

I'll try [@rfleschenberg's workaround](https://github.com/pypa/pipenv/issues/966#issuecomment-366333367), but I don't know whether having a presumably incorrect `_meta hash` property will break anything.",False,0
Updating only one locked dependency,alecbz,268049628,54,413055372,0,"@l0b0 If your application genuinely cannot handle a particular version of Django, I think it makes sense to state that restriction in your Pipfile?",False,0
Updating only one locked dependency,wichert,268049628,55,413118270,0,@AlecBenzer That sounds like something for setup.py to me.,False,0
Updating only one locked dependency,alecbz,268049628,56,413201995,0,"@wichert That might make sense too (I'm actually not totally clear on in what circumstances you'd want to have both a setup.py and a Pipfile), but if you have a line in your Pipfile that says:

```
Django = ""*""
```

you're telling pipenv that you want it to install _any_ version of Django. If what you really want it to do is install 2.0 or lower, tell it that instead:

```
Django = ""<=2.0.0""
```

While in this particular case pipenv is upgrading Django for no real reason, it could be that somewhere down the line you try to install a package that requires Django >2.0.0, at which point pipenv will happily install it if you haven't told it that you need <=2.0.0.",False,0
Updating only one locked dependency,brettdh,268049628,57,413219231,0,"> If what you really want it to do is install 2.0 or lower, tell it that instead

@AlecBenzer on reflection, it now occurs to me that this is what npm/yarn do by default when you install a package; they find the latest major.minor version and specify `^major.minor.0` in package.json, which prevents unexpected major version upgrades, even when an upgrade-to-latest is explicitly requested. I wonder if Pipenv should do the same - but that would be a separate issue. 

Of course, their lock file also prevents accidental upgrades of even minor and patch versions, which is what's being requested here.",False,0
Updating only one locked dependency,brettdh,268049628,58,413221516,0,"I think it's been discussed above and elsewhere, but there is a tension/tradeoff in the design space between npm/yarn and pipenv. Any package manager ostensibly has these goals, with some relative priority:

- Make it easy to install and upgrade packages
- Make it hard to accidentally break your app with an errant dependency upgrade

The trouble with pinning an exact version in the Pipfile is that it's then harder to upgrade packages; this is why [pip-tools](https://github.com/jazzband/pip-tools/) exists (though it's for requirements.txt).",False,0
Updating only one locked dependency,tilgovi,268049628,59,413262709,0,"The `--keep-outdated` flag does not seem to be working as intended, as was stated when the issue was re-opened. Whether that behavior should or should not be the default and how it aligns with other package managers is not really the central issue here. Let's fix the thing first.",False,0
Updating only one locked dependency,alecbz,268049628,60,413273713,0,"@brettdh  

> on reflection, it now occurs to me that this is what npm/yarn do by default when you install a package; they find the latest major.minor version and specify ^major.minor.0 in package.json, which prevents unexpected major version upgrades, even when an upgrade-to-latest is explicitly requested. I wonder if Pipenv should do the same - but that would be a separate issue.

Yeah that's along the lines of what I was trying to suggest in https://github.com/pypa/pipenv/issues/966#issuecomment-408420493",False,0
Updating only one locked dependency,benkuhn,268049628,61,414300377,0,"Really excited to hear this is being worked on!

In the mean time, does anyone have a suggested workaround that's less laborious and error-prone than running `pipenv lock` and hand-reverting the resulting lockfile changes that I don't want to apply?",False,0
Updating only one locked dependency,wichert,268049628,62,414300856,0,@benkuhn Not that I know off - I do the same lock & revert dance all the time.,False,0
Updating only one locked dependency,benkuhn,268049628,63,414321311,0,"Ah ok, you can at least sometimes avoid hand-reverting:

1. `pipenv lock`
2. `git commit -m ""FIXME: revert""`
3. `pipenv install packagename`
4. `git commit -m 'Add dependency on packagename'`
5. `git rebase -i`
6. Drop the `FIXME: revert` commit

Unfortunately it's still possible to create an inconsistent `Pipfile.lock` if your `Pipfile.lock` starts out containing a version of a package that's too old to satisfy the requirements of `packagename`, but perhaps pipenv will complain about this if it happens?",False,0
Updating only one locked dependency,jhrmnn,268049628,64,414837344,0,"`--keep-outdated` seems to *systematically* keep outdated only the explicit dependencies that are specified (unpinned) in Pipfile, while all the implicit dependencies are updated. ",False,0
Updating only one locked dependency,max-arnold,268049628,65,416588930,0,"Am I correct that it is not possible to update/install single dependency using `pipenv==2018.7.1` without updating other dependencies?  I tried different combinations of `--selective-upgrade` and `--keep-outdated` with no success.

Editing Pipfile.lock manually is no fun...",False,0
Updating only one locked dependency,mrsarm,268049628,66,416689831,0,"Same than @max-arnold , it's my first day using the tool in an existing project, and I have to say **I'm really disappointed**, before I started to use it, I checked the doc site and the video demo, it looked impressive to me, and now this: in real project, work with `pip` or `pipenv` is almost the same, i don't see the point, like many other said in the thread, if I have a lock file, why you are updating my other dependencies if there is no need to update them.

Of course, ### if the update is mandatory, it's OK to update all the necessary dependencies, but just those, not all the outdated instead.

Also the options `--selective-upgrade` and `--keep-outdated` are not clear for what are useful for, there is another issue highlighting this here #1554 , and nobody is able to respond what these options do, incredible.

But my **major disappointing** is why this package was **recommended by the Python official documentation** itself, these recommendations should be more careful conducted, I know this can be a great project in the feature, have a lot of potential, but simple things like this (we are not talking about a bug or a minor feature), make this project not eligible for production environments, but suddenly because it was recommended by the Python docs, everybody are trying to use it, instead of looking for other tools that maybe work better, or just stick with `pip`, that doesn't solve also these issues, but at least it's very minimalist and it's mostly included in any environment (does not add extra dependencies).",False,Bitter frustration
Updating only one locked dependency,uranusjr,268049628,67,416696024,0,"@mrsarm Thank you for your opinion. Sorry things don’t work for you. I don’t understand where the disappointment comes from, however. Nobody is forcing Pipenv on anyone; if it doesn’t work for you, don’t use it. That is how recommendations work.

Your rant also has nothing particularly related to this issue. I understand it requires a little self-control to not dumping trash on people when things don’t go your way, but please show some respect, and refrain from doing so.",False,0
Updating only one locked dependency,mrsarm,268049628,68,416706018,0,"@uranusjr it's not trash, it's an opinion, and some times it's not an option, like my case, where somebody chose pipenv to create a project where I started to work now, and I have to deal with this.

But things get worst just now, and what I going to say it's not an opinion, it's a fact.

After trying to add one dependency that just I dismissed to avoid to deal with this issue (because it's a dev dependency, so I created a second environment with `pip` and the old `requirements-dev.txt` approach, just with that tool), I needed to add another dependency.

The new dependency is PyYAML, let say the latest version. If you install it in any new environment with `pip`, you will see that the library does not add any dependency, so only PyYAML is installed, is that simple in these cases with Pip. But adding the dependency with Pipenv (because a project that I didn't create is managed with Pipenv) the same issue happened, despite PyYAML doesn't have any dependency, and it's not previously installed in the project (an older version), `pipenv` updates all my dependencies in the lock file and the virtual environment, but I don't want to update the others dependencies, I just one to add a single new module without any dependency.

So the conclusion (and again an opinion, not a fact like pipenv broke all my dependencies) it's that Pipenv instead of help me to deal with the dependencies management, it turn it into hell.",False,Bitter frustration
Updating only one locked dependency,dfee,268049628,69,416707846,0,"I've followed this thread for months, and I think any real project will ultimately stumble upon this issue, because the behavior is unexpected, counter-intuitive, and yes: dangerous.

About a month ago I tried out a more-comprehensive alternative to `pipenv`, [`poetry`](https://github.com/sdispater/poetry); it solved the problems _I_ needed to solve:
1) managing one set of dependencies (setup.py, setup.cfg, pip, and pipfile -> pyproject.toml)
2) future oriented, backwards-compatible (again [pyproject.toml](https://www.python.org/dev/peps/pep-0518/))
3) fairly un-opinionated ([no i'm really not asking to install `redis`](https://github.com/pypa/pipenv/issues/1174))
4) and the solution to the classic Pipenv problem: ""Also, you have to explicitly tell it [pipenv] to not update the locked packages when you install new ones. This should be the default."" [[1](https://github.com/sdispater/poetry#what-about-pipenv)] [[2](https://github.com/pypa/pipenv/issues/966#issuecomment-339117289)]

I weighed sharing these thoughts on the `pipenv` issue, but as @uranusjr said, ""no one is forcing Pipenv on anyone"", and I'm not forcing Poetry. I like it, it works well, and it solves my problems, but I'm just sharing an alternative, more-comprehensive solution to the problem I was having. Just take all that as my 2¢.

* as a disclaimer, *I am not* a member of the Poetry team or affiliated with them.

p.s. I think the concern about Pipenv being the ""official"" solution is due to it's [first-class integrations](https://github.com/pypa/pipenv/blob/master/docs/advanced.rst#-community-integrations) – something that you, @uranusjr, might see it as a simple recommendation – the industry at large is taking it as the ""blessed approach going forward"". Frankly, that recommendation is more authoritative in the community than certain PEPs that have been around for more than a year.",False,0
Updating only one locked dependency,techalchemy,268049628,70,416773434,0,"Nobody is forcing you to participate in our issue tracker; if you don’t have a productive comment please find a forum that is not for triaging issues.

For users who are interested in trying the alternative resolver @uranusjr and myself have been implementing for several weeks now, please try out https://github.com/sarugaku/passa which will generate compatible lockfiles. Poetry does a lot of different things, but it also has limitations and issues itself, and we have a design philosophy disagreement about scope. 

This is a project we manage in our spare time; if you want to see something fixed or you have a better approach, we are happy to accept contributions. If you are here to simply tell us we ruined your day and your project, I will ask you only once to see yourself out. 

We have not forgotten or ignored this issue, we have a full implementation of a fix in the resolver linked above. Have patience, be courteous, or find somewhere else to talk. To those who have been waiting patiently for a fix, please do try the resolver mentioned above— we are eager to see if it meets your needs. It implements proper backtracking and resolution and shouldn’t handle this upgrade strategy 

In the shorter term I think we can get a band aid for this into pipenv if we don’t wind up cutting over first. ",False,0
Updating only one locked dependency,techalchemy,268049628,71,416774098,0,"@dfee I am not really sure that blurring lines between applications and libraries is the correct answer to dependency management, so I don’t see poetry’s approach as an advantage. I wasn’t involved in whatever your issue was with the recommendation engine, but we took that out some time ago...",False,0
Updating only one locked dependency,sdispater,268049628,72,416780604,0,"@techalchemy

> I am not really sure that blurring lines between applications and libraries is the correct answer to dependency management, so I don’t see poetry’s approach as an advantage.

Why though? I never understood this idea that you should manage the dependencies of  a library and an application differently. The only difference between the two is the lock file which is needed for an application to ensure a reproducible environment. Other than that it's the same thing. This is the standard in most other languages and Python seems the exception here for some reason and this is bad from a user experience standpoint since this is making things more complex than they should be.

> it also has limitations and issues itself

Which ones? I am really curious about the issues or limitations you encountered while using Poetry.",False,0
Updating only one locked dependency,mrsarm,268049628,73,416780972,0,"My apologies to bean so rude. Now reading my comments I realize that despite the info I provided and some of my options are still valid (IMHO), it's wasn't appropriated the way I wrote what I wanted to say.

I understand that the issue tracker is most a place where to discuss bugs and improvements, and discuss whether this is a bug or an error by design is not clear in the thread, but again my apologies.

I thing there are two strong topics here:
- Should pipenv update all your outdated dependencies where you are trying just to install a new dependency: the ones that are not needed to update because the new package / version we are trying to install can works with the existent dependencies, and even the ones that aren't dependencies of the new package we are trying to install? Maybe this is out of scope of this ticket, but it's a really important topic to discuss.
- Do one of these parameters `--keep-outdated` `--selective-upgrade` allow us to avoid these behaviour? It's not clear what these options do, there is a lack of documentation about them, and even in the related issue (#1554) nobody is answering that.

In case it's a bug in on one of these params `--keep-outdated` `--selective-upgrade`, I still thinking that do not set whatever param solves the unnecessary update of the dependencies as default it's a really bad idea.

To compare with a similar scenario, imagine that you execute `apt-get install vim` to just install the `vim` tool in your system (and the necessary vim's dependencies or updates if apply), but imagine also that in this situation apt updates all the other dependencies of your system: python, the QT system, the Linux kernel... and so on. It's not that apt shouldn't allow us to updates other dependencies, but there is a clear command to do that: `apt-get upgrade`, while `apt-get install PACKAGE` just install / update PACKAGE and it's dependencies.",False,0
Updating only one locked dependency,techalchemy,268049628,74,416784883,0,"@sdispater the distinction is at the heart of every disagreement we've ever had and it's incredibly subtle but I'd point you at https://caremad.io/posts/2013/07/setup-vs-requirement/ or a good article for the elixir use case: http://blog.plataformatec.com.br/2016/07/understanding-deps-and-applications-in-your-mixfile/

`pyproject.toml` isn't really supported for library definition metadata -- and not at all by any version of pip that doesn't implement peps 517 and 518 (both of which are still having implementation details worked out) as an authoritative library declaration file.  `setup.cfg` exists for that purpose (the actual successor to `setup.py` ) and IMHO both of those should really be supported.  A library is published and intended for consumption with abstract dependencies so that they can play nice in the sandbox with others; applications are usually large, complex beasts with sometimes hundreds of direct dependencies.   So one of our main divergences is that when we design and build our tooling, we take this into account also

@mrsarm For your first question, the update behavior was intentional (and was discussed extensively at the time, /cc @ncoghlan and related to OWASP security concerns).  On the second point, the behavior is currently not properly implemented which is why the issue is still opened, which led us to rewriting the backing resolver behind pipenv, which I mentioned above.  It simply didn't support this behavior.  `--selective-upgrade` is supposed to selectively upgrade only things that are dependencies of the new package, while `--keep-outdated` would hold back anything that satisfied the dependencies required by a new package.  Slightly different, but I am fairly sure neither works correctly right now.  ",False,0
Updating only one locked dependency,mmerickel,268049628,75,416790015,0,"> pyproject.toml isn't really supported for library definition metadata -- and not at all by any version of pip that doesn't implement peps 517 and 518 (both of which are still having implementation details worked out) as an authoritative library declaration file. setup.cfg exists for that purpose (the actual successor to setup.py ) and IMHO both of those should really be supported.

Well this is certainly off topic but it's an important discussion so I can't help myself.

There is actually no standard around `setup.cfg` right now other than the conventions established by distutils and setuptools. `pyproject.toml` is absolutely for library metadata as the successor to `setup.py` or the community would have placed build requirements in `setup.cfg` instead. 

`pyproject.toml` describes how to build a project (PEP 518), and part of building is describing metadata. I'm NOT saying that `pyproject.toml` needs a standard location for this metadata, but PEP 518 uses this file to install a build tool and from there it's very reasonable to expect that the build tool will use declarative configuration from somewhere else in the file to determine how to build the project.

Anyway, going back to pipenv vs poetry - there seems to be some idea floating around that applications don't need certain features that libraries get, like entry points, and this is just incorrect. It should be straightforward for an application to be a python package.

The only true difference between an application and a library in my experience with python and with other ecosystems is whether you're using a lockfile or not. Of course there's a third case where you really just want a `requirements.txt` or `Pipfile` and no actual code and that seems to be all that pipenv has focused on so far (`pipenv install -e .` falls into this category as pipenv is still afraid to try and support the package metadata). Unfortunately, while the design of pipenv is cleaner with this approach, it's also way less useful for most applications because PEP 518 decided to punt on how to install projects into editable mode so in order to continue using pipenv we will be stuck on setuptools quite a while longer as you cannot use `pyproject.toml` to switch away from setuptools and still use `pipenv install -e .`.",False,0
Updating only one locked dependency,techalchemy,268049628,76,416813069,0,"> There is actually no standard around setup.cfg right now other than the conventions established by distutils and setuptools. pyproject.toml is absolutely for library metadata as the successor to setup.py or the community would have placed build requirements in setup.cfg instead.

Distutils is part of the standard library and setuptools is installed with pip now, so saying that there is no standard is a bit silly.  Not to mention it uses the standard outlined in pep 345 for metadata, among others, and can also be used to specify build requirements.

> the community would have placed build requirements in setup.cfg instead.

Do you mean the pep authors?  You can ask them why they made their decision, they outline it all in the pep.

> pyproject.toml describes how to build a project (PEP 518), and part of building is describing metadata. I'm NOT saying that pyproject.toml needs a standard location for this metadata, but PEP 518 uses this file to install a build tool and from there it's very reasonable to expect that the build tool will use declarative configuration from somewhere else in the file to determine how to build the project.

This came up on the mailing list recently -- nothing anywhere has declared a standard around `pyproject.toml` other than that it will be used to declare build system requirements. Anything else is an assumption; you can call that ""library definition metadata"", but it isn't.  Try only defining a build system with no additional information about your project (i.e. no pep-345 compliant metadata) and upload it to pypi and let me know how that goes.

> Anyway, going back to pipenv vs poetry - there seems to be some idea floating around that applications don't need certain features that libraries get, like entry points, and this is just incorrect. It should be straightforward for an application to be a python package.

Who is saying that applications don't require entry points?  Pipenv has an entire construct to handle this.

> so in order to continue using pipenv we will be stuck on setuptools quite a while longer as you cannot use pyproject.toml to switch away from setuptools and still use pipenv install -e .

Not following here... we are not going to leave pip vendored at version 10 forever, I've literally been describing our new resolver, and the actual installer just falls back to pip directly... how does this prevent people from using editable installs?",False,0
Updating only one locked dependency,digitalresistor,268049628,77,416818620,0,"> This came up on the mailing list recently -- nothing anywhere has declared a standard around `pyproject.toml`

That's correct, it is not a ""standard"", yet in that same thread recognise that by calling it `pyproject.toml` they likely asked for people to use this file for other project related settings/config.

So by the same logic you invoked here:

> Distutils is part of the standard library and setuptools is installed with pip now, so saying that there is no standard is a bit silly.

`pyproject.toml` is a standard, and the community has adopted it as the standard location to place information related to the build system, and other parts of a Python project.",False,0
Updating only one locked dependency,digitalresistor,268049628,78,416818959,0,"> Not following here... we are not going to leave pip vendored at version 10 forever, I've literally been describing our new resolver, and the actual installer just falls back to pip directly... how does this prevent people from using editable installs?

PEP 517 punted on editable installs... which means there is no standard way to install a project in editable mode if you are not using setup tools (which has a concept known as develop mode which installs the project in editable mode).",False,0
